sha256,verdict,vx_family,av_detect_pct,contacted_domains,contacted_ips,analysis_date
a2abedcc4556d6bea38844b8e061642f37bd2f2282e537f61dddc773f3872917,50,,,,,
d691082b24f89dbd04c70da3cf1fdddf4173a157e6b5524a2af4f25ede4f8048,60,,,,,
9341d36ef3595663080396b5468a81dce53d814fd4e896e5efe24ab4e47c9a4c,60,,,,,
9953b8f2645de087755d917f7e9f56d53010cafa2b28be68ef77f55fd4e67ab7,50,,,,,
84f8400ff657df319426ebf9afbe5ba8a84219d7da7e0cbe296bc165aed4c261,40,,,,,
902b3e759716124d66f2bf824c2f83b37c4f48b6efd9805e50732c1fecbe45e8,50,,,,,
350ff5b92dafe8a1daa0c2e2fc0a10d6c44e45f0d13b53f26fcdfdcdfea328ee,40,,,,,
0d101da0025424ba2b4f7545e60b7e210fb2129d8ac5acd157d9431aaebf92f4,40,,,,,
956fadc49f9f5583cf59fc0e8dcdaa6dd37d365c71df50cd8ed6232e382aae7b,60,,,,,
5aac976ca47ea93bb2fab87b0dad101c36b083bcdb1283e7a3a818bbaf87da01,60,,,,,
977f393f9e8740b29fede45a9bf51f28d5463cec23f098c56b5358f3061dd0b3,60,,,,,
1b924b95eede54ae665b3064c5f27b9ede7add71371cc5ca58420dbfd6dc6a63,40,,,,,
01395675bee91282ce1c9c2870ed928e2524b353217b297cd2fab2cd5640d4c8,60,,,,,
fb55e1f0fd8444f4b600af7c5587daf6d6d69575c9f206a77d7554a57e331fb3,50,,,,,
9da825b280858dad83ee0830ca00bca826925b9ca5e8c58e5dc8bda6937a42c0,40,,,,,
5e5c0c103c973b0fb4fdbf517b836006eff9c8e498180124cac1efdf71a76905,50,,,,,
3d35f3a1de47b3bac2d47510677101460f854d42225e5a8d8a25ecb5ce7b1280,40,,,,,
a61381ff4734035e5b86b11b78afd2b91ad2f9efcee102683fa885204da68c1f,30,,,,,
959e144f5ce738e86d6fbb39f5ed68035bed48390a364fe61bfb0ac022678ece,60,,,,,
5fed3ab0b7b4bcd32bc7abf63a24934c2e5316ad06e3a8e8c304a7cdc73a3e12,50,,,,,
9a68c32bfafe8e74b4e9b05ed1540f5e743cd4143196c209464aa5966b578a8e,50,,,,,
73548743c615ef3dffa8d51dff3116055e2dba22b6e5d3cb6e0dd65bcf272879,40,,,,,
b2c1efc6926fa2fdffaa38e646deb1693f02a0639f1efdafbf9a98ba4411f11c,60,,,,,
b74af526d37ea802d83e83b40ebd7b2dcca51a36f1388f9447a4567613748d62,60,,,,,
72b308ca5e73a870954f82c41ea62b74fb56d9b8eb83b78b48bd8989579792c4,60,,,,,
5f12e60e30d298cfcc09522fa28c6d27df89a7430b064182de9fbb09b8e0d9d5,60,,,,,
7261ddd46a9ef7628d4f4c3731a360792392d11c13a2820cb6fbeb43160b4005,40,,,,,
86b1e19b674be6ebd81bc317d013ea7cbf4b5b583569e9778ee21b399b3d9f22,60,,,,,
34cce310d97d63c90903c4907db25deb4d42ce303622a742f9ffcfbda5a280b4,60,,,,,
03466052cfd78730876dc9f3ee5434b168c53d3caecedff954ff7decdb9c6cf7,50,,,,,
8d6fee45993b47f4b6473ed2750775a78474eb3bf76b2da564508ef3ea227a2b,60,,,,,
ab3bd1eaaff94986c39b41f947f5b429bf0146f9190c56c505ec01be35f3ed58,50,,,,,
d591a4fe0a00dbaac6ba28cf7f5e25c6092ed43e7855a5eb3ed19c04024243e5,40,,,,,
bb81f4dcd75d50e951426c8c2d95f1f0fb840b591d58ffcf55cdc4e12df18a27,50,,,,,
54e4867c923e063b292b4d648b12e1915bd61ae35892dde6770a69e6d15b61f5,40,,,,,
f0d2222691478f7a068ddbc3b989414b582d88a268421d5273a804bc9fb20a4f,40,,,,,
72c7ca53d3535e62985ce3fbed93ec3c3e274035cb0f03ea1b1c0095ac047de7,50,,,,,
06974e6b71790bdf09b9d5acd23ffeb98bb4ef5cd516fc4b96c0af2ee82425cc,60,,,,,
f631fdd49d5e5e22b0d6227dd2fc05c55b5501e4018826b93cd125025f70ebdf,60,,,,,
3bed718fdb7b067eab37c8cc6a141a1d3e283078c92e49227e988c08d3412f28,50,,,,,
eb2c399717a605d06cec38c4093a98a90d67b20cf7f9e22b7f15252697e2f01c,40,,,,,
33623a0613a6d4297e91bd4fb3f007c0442d61e62ddc93e315e8fb5186fdb86f,50,,,,,
09e0365fb81882a5f8aaa82e9bf666ef964fc6de1497a03f99b225e1f2fd9e45,50,,,,,
cb82ec298ace8a8f742acb26ce0c2dc1c965f377711e524acf722e74cd486c0f,40,,,,,
550e6a912233931437cc780c5aac785d67c4a79a15c20c8e4a1103d123512312,60,,,,,
9e817a53053429293f27a590284c5c1e2dcf324b67af4a2bab67448541fd1b82,50,,,,,
c4a091b7a51733aab7b2e864fa55a23cab8396616907421011789ae310bd5ba6,50,,,,,
2af67492131d51c3cd53c118bb1490944b09d7a0c6dc5845a9a4761250bb34f5,60,,,,,
0ca02fa5eb30967203c6d7a6e7b85844567a9f523a46362b0748d93b2691df6f,60,,,,,
b2d9de0d7a1c8cecf0cac9e8d7a0786abd755eafc20543d548f2755566e62985,40,,,,,
2f210e81a1701b9db7cbad30f7cdb48d63182507f26c7f233f7fb3e9b6ab9638,40,,,,,
ce096aa148e01e49d9b14000c9935a1e7d9fb3cf5c6e43893de550a60d8524d4,60,,,,,
17c9fed358f27cbcca7ffd826cadb3cc19bb238c9eeea714329dd30586c6a83c,60,,,,,
4033c706bd45ba6eec87b92cd4fa1e518fb75b51a470f87a7eefe4f0bc649b16,40,,,,,
9e9f42253ad64e622549adc5901c87fddbfe647a223f467b64ccb682c27f4cb8,40,,,,,
e1f05473df5c604226153c779f393ddbf1a8a0bc738f142caf0b97b9d33ba004,40,,,,,
98296481a04cd3b2bdd66ffcf864ade3e8b92c4723ab3d8c48190dfc6a39f241,40,,,,,
943e664e538a92605c266d34130084d31c61a3c9c1f192f3e35f89cdade37013,40,,,,,
28d666c2a0821d152b5f520e6790e19fd226529be87f39cbad4ede4e29dd85c7,60,,,,,
1c5ff48abff4857ad6cd4f6573974e48bbefb26556a45909948238d95e0c29f9,60,,,,,
c03baa1a364d9a2be23435c957ce0847f00ac8489f63da60bc1469eac898e7fc,50,,,,,
67a91cb25b4729b7a50a12b307b15e0811e50ce4f98721d6bb0131c2fb79f334,40,,,,,
b07ffbc5f1e26e34c4fb79bb10c84b27a24b99e4c705f90ee7054604de509da5,40,,,,,
b5a6d2a0b446c3a0c6a93136184d0c9f25155deb29e463c9effa711f4b9d336a,50,,,,,
8cd926202f31b6a73b2f4c557d77d2725d25cc68822284845eff893a2c90597c,40,,,,,
3d8100c7e2fdfc8d7c8df4ee6b5003d1dfb960230bbe8885b453435a1f57177d,40,,,,,
3b0533def1894e6a752e345c0c35e06506547681ba13f38f030ebb700e50969d,40,,,,,
f1e77239f8782af0dcea537552edca987575b0efbdce74277bfc20ca37217c38,40,,,,,
be8adb0fa1604f2201e8dbe80d8bae11b6510c1dadf2cbfe97bb59dc4881a503,40,,,,,
24283865190aaef9f4657ace361f7b97d38f1977e1d8fb6e9e1c2e88fdd28437,60,,,,,
42e3135239ad426590b20c81d7cc1c526aa9c2f76c2a2e5aa3fe98bbfe96e3cf,40,,,,,
b1bc89c1ffd3ef34af03030b2265ca39a96f3688beee58c30d8208d0eff29a94,60,,,,,
0b63c84ba787a30ebdfb9db7b6a4de348444feaea1874223b12cbc8deb899309,50,,,,,
51666b804c518b1d4ae342e8b7c32946c7b1f63d5d4969422b98565b111bc8e7,60,,,,,
0b17b505dcf6aa672547af312ba3579ecc988181e47d9295ea59eac0cc888333,60,,,,,
adb4f1972b7599547f978b9e07cbf891f8e3204968eeb1c3f36ca411477e4272,50,,,,,
6b62d9930a5c5ed7cbe0471bfc688fee22a8ac8258e8eb4ddbe98b016cc88243,60,,,,,
fd7ca732ae61575aa277cf977019ddae1add37e1e7fa8a5bfa2d075087405d9f,50,,,,,
8bf09fa0e865975dd218bb04560d31680ebf1c6c95c4a6b32f1721dde97f7993,50,,,,,
057e794f85152f898a4b008312d160c18a12474db29779db9e1a567fa06aec52,30,,,,,
8834cf7d86f9d44a8f9e00ec1ce4a705e78abf66128ea15a65ed74c693900d7a,40,,,,,
31bd2acce9deb8905265422a18d14fdb0744e9e71bc9e3ba2890d773aead52b5,60,,,,,
5892ab21f5b9aa91d34a45cd3c4c5fe645d7b6f31339a33d1fba59587ff09f73,40,,,,,
5d2e0f19f0e61caf2eb2ce02b1ceee041e9d503ef68db328c7097e1e17e2f84c,40,,,,,
c643d3e86d875bacd5e8c27f3981af540ef2cf19f2d517ecc51085e2afcf1485,60,,,,,
a5ede8dc0d84d2719ee72aa9099fde961399acf15f81b23603ac65a776f83245,40,,,,,
829af03e199c9ca4a1529240c01c475306232543a62a6e8fba52a67f50ba29ed,60,,,,,
965a7ef41c06f3e2498422b5afd052920212a7f98b54a2c390902bdabe9654de,40,,,,,
35edeac4aa02498eab2391b05a08bdee101743c3aa9c9f19c0412e4aef7b3447,40,,,,,
96f0ab37607c953106e40bb50d25fa428b8f51127c536596546961ba0a3fb583,40,,,,,
c1ea0e956a250de791f8971cceb66935a057bff92cc357caa150934aa0781e3c,40,,,,,
aa7aa6bc175abee864fddc369c11b6b4912da286a8fdf62a8aef3895ee644ed8,60,,,,,
364afa33884a4570482336938e130383967de97121b5484f4223851098866f89,40,,,,,
5f5ff419927dfba7f8cd5c330c8fb1c943228c14a2b41b172731bf12ce6f2a45,60,,,,,
9d061f8d877332ca9b8683bc07353ce0ba79fbb9bed529cb8d92e481955c8dfb,40,,,,,
0c2cdde9ce83362b1393c1db6e038792dede886064ad31e884aa363dee082e09,60,,,,,
ff94a59ccbf1fbe8db19f165ed39798c5a81a20a66cf5e59b0894b697b5d1c56,40,,,,,
cc9b6101a8863082493ef3888d1aefc2b58679a53c423a04aaae45c96434de36,60,,,,,
304b469eeb811e48222c1d79263f5d70a3407c94a4f95dd6749c47c765cec79f,60,,,,,
3616537c42d44850af919c7a24fa57db46b3190495878cec29c0ce69830aeba2,60,,,,,
1d5622876f907444e5accc76ae94d053c297922d5a99ce0f451f15ce8b0eb3fd,40,,,,,
ee5ca1122089ae864255fadfb546709babd3555e776b1e777aea3a3a345c3375,60,,,,,
f49f64498f3a217963cb17212d25091e5e349ddcda29d9cd3fa2dc7e966ea7e4,60,,,,,
5eccf3f99248c2eced885b8f45dd199cf31e223950929db746fad1ea2b3b601a,40,,,,,
f8455e1b52f1f1b6d56980b0ec949bd15f51785acb12365648206f91686761c7,40,,,,,
7aed04abf7cc42695481b89e4db2e8760eb56dd0fafc7da9f13a43c1158efc5e,60,,,,,
82c05cf786e96c471d832abe6d94a8179af5c5dc5f520020ee4d736bf85cc955,50,,,,,
dab6b13974bdedc3e0d6e781a9c2732f12560e2240e96cad945058f60d699dad,40,,,,,
65523d387467b10870224d9d1fe093c2aeb951564466f0196768b66d94affae2,40,,,,,
c0b9586af56322dabd0da67840e8c4fa6e34de02d62a51c81a2095ee0f58542a,60,,,,,
1032c0fed3ae85ec16bfca7705eff348d66c49f817492365f8442cfef6ad4ecb,40,,,,,
f75f475465f1789437e981b6a313d02bd43efd87a35daf40800c51991ad32fa1,60,,,,,
b59bf8a377081970a21c5f326d7b12fece51f2b72038d7536e0d55b96cfe720e,40,,,,,
5ebdf45058db9a855d5cdee7017bb06016e444569d390d4154cd8c78d6f56f3b,40,,,,,
dbf9e690d58ed2d311a3d2019537e5aff774e0425058577d4951cdcb51e603b9,40,,,,,
d2643d034fa0c4bdc5b4b282143835275b02458099017f8b51b6e5499ffd52a4,60,,,,,
c826b208e30168a7ccf9fb34a18927d60c6a4686bc5e84076216217ee9d7d3fb,50,,,,,
3cd4381528c45a4a69a3f54a743b9c345907241142bae137e35e5fbaa5d09994,60,,,,,
43c03caf4fdc403c0a0183e6180d9d6830d29daa8dcb1653ce675ac2b51f085f,40,,,,,
4e8cc91e1a90413a4346638c030440bd7cc1ffa9b1f06f9b317d9b330797a2d2,50,,,,,
7c3906624021b2f3aaeaf26b4e6246d32b943d721dbb26da10fd9d72b8695cb3,40,,,,,
01ad8256a8c8fdec1943446b8bcf03ba52651925b8cdd3022875316f77bcb54c,50,,,,,
f955b5ab9ae7b791a5c440ae067dcf4f15007a9b70147cceffe0e3f6bcf0d43d,40,,,,,
cc529668ce3b1b42e45e39c48f0907e3526e4d4847d6a51364fcf5f22e529f64,40,,,,,
4d342c69d6d28e8ca3996d803690faddcbcae5b76424345657e5b10c34d12dba,60,,,,,
9d784f25ede7140d7ce266d658110f8dfd17b6cf5ac1ea30bb62f1b4dc3f4243,40,,,,,
aa078b1a0c8f76390d7190a3d36c42dcebee8a8f67f04fb6acd0442457cfd658,40,,,,,
bf96e9f8893dd617018a9b9bd0613b8dc5e7016027e0dd00fe9fd1a83587eacd,40,,,,,
05394502db0d4d4604c86d520dff10958c89110048c1d198368cc2292b653542,40,,,,,
d871647e33a88adfec4d219a78b4f284b4906cbcf103459a387f670eede5305a,40,,,,,
b1ad8f1db4208b3e3acf26742ab9c25f346fc1488153ddb65736119b4be9c3ec,40,,,,,
a50d077e9dbdf2c85a608113a7d75a51e9ce29351853fa1982a3a71b3e88649c,50,,,,,
075bca676254e9b633dd7f28afb7dd318359045f1d041b2452973143bcadb9e7,40,,,,,
21c078ac40222fc90cf4b3f40eeb5abd0a44e67a0eae094f21423015e4ff4c8b,40,,,,,
d718acd3f92c9306991f010a388c1f3b0779e407a10f6e2e4f865e4af05eab18,40,,,,,
a7ec19b94873857c437cddf368ea8f991c6b161d22f7dc07453c8a2fe4978ead,60,,,,,
7140d7c8b2f956298a7eb117838b0ed51bb988a5545b0d5cb9607a7abad76ff5,50,,,,,
81c5d7cc00586267afcacc40e6151ee8f8c0db803e4611dcbf27fe375c3f96c0,40,,,,,
1ad4a9219ac130946a404f66864938491de82538e2c37141626cc71cefd75066,40,,,,,
314376038f08ebfe8a189561a336fb7c0ffb8af6013ccc6a41e1f5012507a8aa,60,,,,,
a5520abaff0664d2c9c62b2009f3ad663a2f24edc6307162b2124e5ee1b30abd,60,,,,,
4592f0f7d744ee7ea655feb95887f6001fbc8ba906bbbc4cf9c6c8d903cb85e3,50,,,,,
599953b27bdeaf7fa11b463e3017f9f0b69107c957d01641ccf1ea5b90c1e3b7,60,,,,,
3f28710865b88e5591677220678687207f787d3d725835195a263413186c59ae,40,,,,,
3ad8ef12509a95cc6adfad074a2d9de3724d0ef575979f182855b064048e777f,50,,,,,
f4e5ebaa798a8f7cf19cb1054c92b94a7a3019f377c022eeb4d9baef89b5cbdf,60,,,,,
700e19f8a19654b52eb5428def76931580f21d19088fbe0c955ae120e9e9da4a,50,,,,,
72946b4f8a5f39e356934816b63c6124f2216452360e8e2eae8497632b3b2d29,40,,,,,
4f68a2df5f98c95050c91e853fa7043856caa863bd12db5ab0f4aa8ac31af2cd,60,,,,,
567f492e36de70582c704cc2fc0f4255ae3647166bf865cb66e46c7b80809d41,60,,,,,
66d5259d29f91c3e5e9ae0c95584d07dfd5590da915cb4028ddd9a6eb163a4a5,40,,,,,
7a35a0a061704391f131bccb590bcb938711b7c8a1856d4671ced2a1c3901cdb,60,,,,,
c0ef6b0a51fae836f7464ab8d780529e8bf510b78d85e7dd2d2940b006342c27,50,,,,,
59af7378e82d0c8012f04e137c515bb84bde7190922e11b676318b42d8a45fe7,50,,,,,
b098685b8504ceb87502c2cc30ea9ba84fd56d6137523782f482a649eb1fd42e,60,,,,,
536926cea7910a4b3e7f34918ffd3f060f0abb9a2fa032fd2aaf6b9a857cf400,60,,,,,
c88882e0cdf8261909c6d1b8c8d399c593dde45e9324d84b0949d56e7bd2f703,40,,,,,
b1f234e2fb86e5c0d93222b165662a77b9872a8ba5279dc251159ac10df5a029,40,,,,,
3ab5dcb22287e19a52c379a6572bcd15ccacdf1721c14994aa46e001208a6cde,50,,,,,
574f1847223c47eb2d7790363c59414124d500102896da9e920d06c9b1fcdbbb,50,,,,,
5f090a043423319924c1ebd85b8037339fc7a5ea42ab2cd3a915bad5a65735f0,50,,,,,
958d8f8897181ec5b410f506705885a0cc2cf45117fb644313f8c399d5da2462,40,,,,,
44d592b047e645d1e98c685cccdf48f799b54c066560430a5385d02abf09a759,40,,,,,
9d103540a895abbc6329b37788f27fa167b26b4bce93bb591f828b9b75d7a7f2,50,,,,,
247b54b524dcdd1a4dbe76ac11473ba26ea003193ad86216fe411f9b80e8c7fb,60,,,,,
37a3504dbd24e20f51a5eceda7dbf0bfaec232913a017aec89011670b8c66e37,40,,,,,
4909ca3149d14e34cc1e4ef5980aed3d53956c32a4432d62aa00cbe56a7ff40d,50,,,,,
fe81691f199873bd5470c7beff9a52fdd6c1e03b80484e40b15ce040cde851b5,60,,,,,
efd5f348244158e737645f9e8fab0a710437348d959925fe59b3b92976a7c6a5,60,,,,,
68475c49732802b48f61f887c14c209307c4f8b6b8bd84c1f9e85a777ec19589,40,,,,,
68768ebd9b04ebe7d9f093414c94a4f550741b7f3cf6ec3089b62c0fa76ee308,40,,,,,
94e143d51bc33479ee16580a6f23f23272d2c18130579a5ad090529a391ff868,40,,,,,
0c131a976c8adf7eb27ec5e51f7806c662d5070df7fa5cfadaef842f9d0e8859,60,,,,,
61d6efed2b2896da8454b72c6ebb9ed6a3334281633cacd72da969665528b626,40,,,,,
c86cab8a4a8281be41e08a5bacda71f370fc9f7736f62a79ee9a5db1ee5485a5,60,,,,,
22504ff74304b9603769f6a176d5765273803e3f12d35cd598b83cbec7c19cbf,40,,,,,
75c18d940b9ee4d4b55368181fd6216e481b0b2bd3efbfa5ad90af2da7505448,40,,,,,
bc508d001f911cbb3d65bef30c245d647ca092f2ef5b5ec8a749b6562e708d4f,40,,,,,
4578cfcfc311d12338139d53a315c8e7f53ae637d22b2874457f61172996ef05,60,,,,,
424f26d45d99a78c8b0419fb69acb52e991e40ffc31e41580d419af2eddda96f,40,,,,,
09cb24b6bc50cf9c9771a50229abce9bc86f39681081db1c96184e0a8712cd92,60,,,,,
2b4a6620ae7412d8fe0511b807a30c91e7bf2786c3ea26be847007e105d96e93,60,,,,,
be525bb0fe93a171aacd5bd28dd5622e104103b241acfe8b187cdff3e68a960f,50,,,,,
a0190aad2d6771b72b14a4f2705752ff935876140baf0dbaf432e65f9f24c01e,60,,,,,
11d61dd5395eea8827fc3e2807f7ea4cf9b2f0801293ca6df402a67bf556daf7,60,,,,,
083306ba659c748fde1a287f6f7f41d86bd77640940124780b884b2a0557b454,60,,,,,
e7c5d48db0b492ff35e3cda24a0fb43eac6e1a09bdb78f5e57947a35cf92fda5,50,,,,,
fb9f2ba9f1e7188f3c5ee7167e4eacac27022dfdb7da64fb3e79a77f8038ec19,40,,,,,
ae5c088bc29566e2f1876df27dcf1ff8fe84ccbb0b6932afd3c4f9ba6ff288cb,60,,,,,
be42b742baef52a19744a355327b51e59bd3fb9f34b9d24b52db14eb3ef89ede,40,,,,,
9ffce6f56f90ee2cbafb7ae243d68d08f19d378dab1d314593db9cd50b28d671,50,,,,,
7d9272e78da74427ed8c38f10e5b2a365d6f7f13b838a0b9eebe77e7af05f6b5,40,,,,,
cbd0ebf1b465860eb34b3b8464a88ecf9eca6a52c034daaa03031028f74c6a63,40,,,,,
7b67d380ef90465a5c0e5d68f1b291afa3929ecfacd51f282fdda24fdfd97d3a,40,,,,,
b302624f9fa3a67978823effbf1f898d9d7b380c316c02941eea6935ad7cb723,50,,,,,
455532cdb633a1a06605307d69ca3c7cece9fbe54a7858cf74826e308c70aec6,50,,,,,
28e4a22f06001870f9386f1dea9b88b9647c1042880a72ed0b93adda0e3b1f5c,40,,,,,
67b50fdf838d48ed8dc9c6ce735d0638ee6037944ef4e57f3dd5110c45e27040,40,,,,,
693dbe4967019a5aa968e35f51b7eb37c1985a1dd4f96d304c51432a359cbfd5,40,,,,,
9058e8da5058ef32c8fb41ca6b7bec8f9fa78b55754bdde4f4aabab0ea3065d0,60,,,,,
6b1a1c11e6cffd4fcc4a51b464c9c3485890b501b69bfc1e31cda62ac40d0ec4,60,,,,,
0b43972b26bd909929c5101ab421b2a1bc4bfba15abe8c2c6018ce52fc1274b5,40,,,,,
1a472a6bbb1c3f3a75792a01d69dded6e3afe995be62c9c7a1d8bf6f3e79f770,40,,,,,
9370634b49bb7c660114a8fecacb3195dd7fc54347b493eca4fd6e68f9b0f73d,50,,,,,
ca1959d8e998d863025450e29b21fd4d59f9ad09f5ed8fb56f88f665153afd86,50,,,,,
19c861dfbd2e0d667ee413ac5a39f984c7a3423791e0ca56123bc9466758c90a,40,,,,,
47e4c257536289bd414f4fbd781a3bebc6f80d05feed461f28666ab21abb8e10,50,,,,,
2718619f01eccda04aed0c7b87a50037ed48ac78b4e6e67a58f60362da681952,40,,,,,
a08c9e33e2e80c9157759abaa02a759231cf347e42df6e3004f0e8a507b4c475,30,,,,,
e4e3c9858b5954465596d35af2a332ef1266f9e7dd5cda09cb78b485385fb07c,60,,,,,
c708b6c8f77affbf163b4d07eb5d6a8f96d1eb682726779488cfc67e69f9c412,40,,,,,
fa3f9cd94effb60ce2b894972c2324ad67f0414ce3fc4753a258842dd6791e19,40,,,,,
4b1c83d7c34412e243bcf6475540bae9e8d43a039a47edb7b5e03aa95d86408b,40,,,,,
a667037c73bdd983fcba3b48a941b3dac8c1fde8b41f13589ae2513bc11683d9,40,,,,,
8fe734025357cb096b12985faa68d236ede3de9ccb4c18b428600a433576aa0f,40,,,,,
7ad5573a0b2ac6ca00f1f78a3b8c835edba711633ac516702949b4048a68c78c,40,,,,,
011b6df09a3a700ff80e25169cd61988970798ae24f5a171db10fc92e8ce9f25,40,,,,,
d7eb2067d1f97370fd74d90059d8c1948a9e307917b216ab9bc0f19fe0cb596f,40,,,,,
3d4978523cd46dfbdab4cd4273a114d4dcf278e2f359b3941fa44143e26269e9,40,,,,,
7b70d592b421c20744d704d66a9c7b0c0fff6b23c76a90f6ab52d9d2cecfaf25,40,,,,,
4ac2dd2ca54572a279135875d192ca578abb84c3da5a931bd485b1c214f5540d,50,,,,,
5b6edc41cc5ae3716c7e9d543f17187a55c15946c4a5c0f873dd66b09070a9a7,40,,,,,
67098a142da0af7ccfb8e0b22cdd6b2ed76a12b353a58654aecf444d711b2e3c,60,,,,,
1ea32e149705594d81c42040f3d5467597209b358c8593538ed62b810bd774ca,40,,,,,
76f838888450c26683aa5b881ed85c8570f6e806e17cbd40919e9c1b00399d9b,40,,,,,
9359f384e5525d255fcd89ad2b7f57b253a708aa45c371c76296df9953b7e962,40,,,,,
621825dff1779ae917f26edc60aae1eec615abf32aa09ad0d4d1cdf478004b39,60,,,,,
25a46c1fd918fea988a6bb690a01f30d25ec50131597a904b90f984ef0b7ff81,40,,,,,
4b46672a4d130e53e961613b8fc01b4b9db77830014e34dc9c766ed57aa15d3e,30,,,,,
a9a1fa69f6c259df419c55708f826e6eed88041bd6619619555ad78442ef6e1e,30,,,,,
661c6cb2cdcfdb49b5222f69674507ed03441f040a118b4e355aadf564d2a3ae,60,,,,,
368e5d0b9f9f75cda64694e075ae40c9d6c43766316c3aee3c62312bac7f818f,40,,,,,
9b285237319ba3c1d8a31839a3ea3c98ed87447184232d18f081b07dbd63119b,40,,,,,
994a362c26b4b4bae553b97898f769b2b59581b18cf73757dff43f329673ea3a,40,,,,,
cc72acafe7acdaa401e79d12ede6ca0b39b305b69988baf2c436c3adc0dc0875,40,,,,,
7373ddf7a19eb2df0e3835400258f2d9b472cd11165df98747daba699865ce8d,40,,,,,
f3f1094a71efae5953f8a8e440d4b1b942286d9b2f4a952f5b6f3bf580db0802,60,,,,,
20f225988d7183d65f907620eabe05a66cf01e1f2056d0240b15c49c7e5093d2,40,,,,,
2bc3ceb265c7f34bf6d84b69334fe1f1bfb5806562cea5e5ded8e6a33e1d60e9,40,,,,,
5d13d33499d376a34d9564359a9dc19473aab7a01364898e78e4904e52e653e1,40,,,,,
c9b26c4616b3a218bc250c94f0898002edf43422542eee9150029c5beeb21df9,50,,,,,
48777d2d25f10db3041bd6e9a7deb18e88846317c99f4835ae099818493fad6a,40,,,,,
e596e137e8036a8e9251defb79b752f61c751184135c6a71a1bfb21f8c329e51,40,,,,,
cbe71448edbd043789e9efb9a6f4a472498458eae65b49305a7bde60bf3e7980,50,,,,,
dc383467061f7c6b3d669a5fb4509d3223ec002b58ffb210a35ee04117e4e01b,60,,,,,
aefa32f779ea20752d300df3c7541f34e70471296e5c69e151768e6b940ec85f,60,,,,,
086422eeb36d7e9b77cebc546d94998067ff875c95cbb2fdd4c11d8f37275871,40,,,,,
b37853aef5dd8dbdd830520e205854273c07587340270edb16fd509deabc6eda,40,,,,,
5d6f1691921e8836f386b6dfe66cf5350d2650fd5e818dc25ee4c8fd6984b79a,40,,,,,
9e250408131f50d1f09ca3a65b26db5986923ab4e7a46821677e95bbefdd286b,40,,,,,
f5af6c0dffd50d8e9967c8153c83f0a63f64c977b7824584a31cfade6f0881a7,40,,,,,
4cd9a738baf5a2d01786948ad83031a80bd0f55133e29d43f2d5fd46d84d43b1,40,,,,,
b2f49b0691530fb96f62823ceb8d10b4d5467cc58b6da645f0104bb120639520,40,,,,,
bbf9e0b2498113bec07f3031898937544c4cb5bbb504152fce7df17c340b16b1,40,,,,,
c1ae98d96b34c221cac9df475d16e7ec4e8c967dc55614022406c4afd0f9dd63,40,,,,,
48dde1e3aba3959fa645ac7bbf7c93b1b83085be3c3bc89675a8df425a720ba6,40,,,,,
6ede87bb42bc27fbb545e0db1fcca329c65dfb22e7dc45ad21b0d3d65e2778df,50,,,,,
8652895394dd9fe137d76cd079f2d39fbaba4f3897cbf621c37b64e92b440943,60,,,,,
cca5c767cd92649fcb733ff4e451c729b8172173cfa0170739f5c3ac18a51db9,40,,,,,
d8ade723e7ec29dc7bc669802d44325155dfbc2b66b631299f11add07b08c0f5,60,,,,,
f791b5b8099e1d5ad777665dafc2ee5985321e7da3a105d469ee73a29cd1f5c0,50,,,,,
05683a04f9f68dd7c44b4285d80e5ddb6689c0afaa9e4b9b66cd275c2507e748,40,,,,,
8fbb5b34fa40ca9ca8447ceeb9c16bbc9a43a8bd52af29fa6a9ff84606071b00,60,,,,,
66983451ac51467e2dcfb16b212219e2e55f25eb383ca46bd664ffab40d19a88,40,,,,,
160618aaf12e159729c4b3254a999980b066a624b95113854c93ecffc90ed3fb,40,,,,,
b8233ef242d3969dbdcaf09ce633535228bfdee59a0ff59102f6a0d3055aed7a,50,,,,,
ffa88f756d63db872d9dcb9f4cab715d6c8019dc21e471df5c4caad6a55dbf36,50,,,,,
45142b628f172cd49f0bf9ded9baf7157f379f756124ebfea1d9c824c3cee700,60,,,,,
22012aa5632582b04e2b48002d2ac5604995ae00b6cde57c0f031ecc34bb3ee8,40,,,,,
261109d066dea47cefeb5eb26047ada2fc75fafbd0f4edaae3d3b87eb8228465,40,,,,,
51c7d9288bec6fed729adac8f7b3dde136477ffd6aa7768ed4000498995dee55,40,,,,,
811499d67be346c6ef8dad398bcf7344986732df21d09acec32bbd25b3388254,40,,,,,
34e5ba18bd2aff0e76697d12c94cfc0eb8616fba78f87bbcdbbdb1f9fe9960b8,60,,,,,
46a61e25938854d5f55656bfcf868573b0b495e58a613ff8868d68258f7ae356,50,,,,,
d0954468618727152c30189ecfb1e00b9e0934e7993d6aa2e9d628d96d81983f,40,,,,,
7a087e7d3c42645c60c9b1ce7e226889b319943a5ae857e3110c5739d8989710,40,,,,,
7bc2a31f39eece7da580921243d8d0371bc7fdff6cb9c4de11e7f6bf30a5f2c2,40,,,,,
997bd12d7a3a6b087537ba426caec7430364420e4148be5a5713a5d75bf0d776,40,,,,,
418ea46858b4210a0a471027ee52809218d644b911ad645f36e570d17a62ba8d,40,,,,,
